number_iter,hyper_parameters,test_accuracy
1,{'lr': 0.0062294921875000004},0.8795
2,{'lr': 0.0068447265625},0.8784
3,{'lr': 0.007565429687500001},0.8611
4,{'lr': 0.007556640625},0.8725
5,{'lr': 0.007556640625},0.8758
6,{'lr': 0.007556640625},0.8611
7,{'lr': 0.007556640625},0.8806
8,{'lr': 0.007539062500000001},0.8734
9,{'lr': 0.007547851562500001},0.8738
