number_iter,hyper_parameters,test_accuracy
1,{'lr': 0.18250404440930273},0.8147000000000001
2,{'lr': 0.21081453974408593},0.8073
3,{'lr': 0.4025168957079972},0.8155333333333333
4,{'lr': 0.2712314700279937},0.8059666666666666
5,{'lr': 0.25713585064682865},0.8146999999999999
6,{'lr': 0.28372381377515327},0.8168000000000001
7,{'lr': 0.44114981252200997},0.5939333333333333
8,{'lr': 0.6},0.10000000000000002
9,{'lr': 0.5326844115626247},0.10000000000000002
10,{'lr': 0.47820544155595945},0.34159999999999996
11,{'lr': 0.5716599983286264},0.34299999999999997
12,{'lr': 0.4015020954280264},0.8225666666666666
13,{'lr': 0.6},0.10000000000000002
14,{'lr': 0.5881455108020068},0.33853333333333335
15,{'lr': 0.5456931812644517},0.5821
16,{'lr': 0.383564582496554},0.5882999999999999
17,{'lr': 0.32900643970101134},0.8323666666666667
18,{'lr': 0.5025951205134092},0.3439666666666667
19,{'lr': 0.20738185178237145},0.7723
20,{'lr': 0.36609647525331224},0.5792
21,{'lr': 0.5169910479337423},0.34673333333333334
22,{'lr': 0.6},0.10000000000000002
23,{'lr': 0.49624388442600753},0.3254333333333333
24,{'lr': 0.19713610591110908},0.8111999999999999
25,{'lr': 0.01},0.24666666666666667
26,{'lr': 0.19377109748372687},0.801
27,{'lr': 0.17499991896581785},0.8121666666666667
28,{'lr': 0.5214384829555276},0.5849666666666667
29,{'lr': 0.40493470270090637},0.34136666666666665
30,{'lr': 0.028403315872545354},0.6972
31,{'lr': 0.4099608999357202},0.5909666666666666
32,{'lr': 0.2292678381274645},0.8264666666666667
33,{'lr': 0.21865679590964482},0.7973666666666667
34,{'lr': 0.08231241195533745},0.7559333333333335
35,{'lr': 0.2205913985204107},0.8011333333333334
36,{'lr': 0.24898085995264582},0.8259
37,{'lr': 0.6},0.10000000000000002
38,{'lr': 0.2557659603673514},0.8107666666666665
39,{'lr': 0.3260669510657249},0.8106
40,{'lr': 0.01},0.22666666666666666
41,{'lr': 0.14583792672168283},0.7979666666666668
42,{'lr': 0.4587147445325441},0.8388666666666666
43,{'lr': 0.2553329996672842},0.8222999999999999
44,{'lr': 0.3093684171528047},0.8054
45,{'lr': 0.532002241081723},0.10000000000000002
46,{'lr': 0.01},0.22776666666666667
47,{'lr': 0.6},0.3449
48,{'lr': 0.5950417695094781},0.10000000000000002
49,{'lr': 0.4258346139576438},0.8301333333333334
50,{'lr': 0.43804549170993345},0.5834666666666667
51,{'lr': 0.5195305704167947},0.3418333333333334
52,{'lr': 0.49270126281639787},0.33949999999999997
53,{'lr': 0.21859498340574607},0.8212
54,{'lr': 0.4424981883836304},0.34180000000000005
55,{'lr': 0.5540226390618175},0.10000000000000002
56,{'lr': 0.18942081979041733},0.8031666666666667
57,{'lr': 0.43466677232266965},0.3416666666666666
58,{'lr': 0.6},0.3191
59,{'lr': 0.34944507702658134},0.8326666666666668
60,{'lr': 0.38349334196930784},0.7679666666666667
61,{'lr': 0.3788202638694379},0.33713333333333334
62,{'lr': 0.14980459684959962},0.7961666666666666
63,{'lr': 0.49265902418576857},0.8103666666666666
64,{'lr': 0.6},0.10000000000000002
65,{'lr': 0.5520684228440113},0.10000000000000002
66,{'lr': 0.35707199023268454},0.8057
67,{'lr': 0.3098556481942873},0.8371333333333334
68,{'lr': 0.4279373197297218},0.5478666666666666
69,{'lr': 0.491372411929772},0.5511333333333334
70,{'lr': 0.2532578110969943},0.8190666666666666
71,{'lr': 0.19805478561728596},0.8048000000000001
72,{'lr': 0.5191977235632526},0.10000000000000002
