number_iter,hyper_parameters,test_accuracy
1,{'lr': 0.03123202896020047},0.7295666666666666
2,{'lr': 0.021151560890303768},0.6739666666666667
3,{'lr': 0.032599991101522896},0.7115
4,{'lr': 0.04770107041402822},0.7369
5,{'lr': 0.013513421804113059},0.6310333333333333
6,{'lr': 0.02558854681490542},0.6989333333333333
7,{'lr': 0.033295751616585094},0.7236666666666668
8,{'lr': 0.024861889555287425},0.6934666666666667
9,{'lr': 0.0016126717702879653},0.10000000000000002
10,{'lr': 0.013976798789009783},0.6384666666666666
11,{'lr': 0.010726986095381075},0.6170666666666667
12,{'lr': 0.004502547517140153},0.25523333333333337
13,{'lr': 0.05},0.7317333333333335
14,{'lr': 0.05},0.7425666666666665
15,{'lr': 0.05},0.7436666666666666
16,{'lr': 0.05},0.7379333333333333
17,{'lr': 0.04351342180411306},0.7413666666666666
18,{'lr': 0.05},0.7295666666666666
19,{'lr': 0.05},0.7371666666666666
20,{'lr': 0.05},0.7366333333333334
21,{'lr': 0.03161267177028797},0.6952666666666666
22,{'lr': 0.043976798789009786},0.7283666666666667
23,{'lr': 0.04072698609538107},0.7233999999999999
24,{'lr': 0.03450254751714015},0.7195
25,{'lr': 0.05},0.7323666666666667
26,{'lr': 0.05},0.7435999999999999
27,{'lr': 0.05},0.7184666666666667
28,{'lr': 0.05},0.7456333333333333
29,{'lr': 0.05},0.7428
30,{'lr': 0.05},0.7409666666666667
31,{'lr': 0.05},0.7431
32,{'lr': 0.05},0.7367666666666667
33,{'lr': 0.05},0.7459666666666666
34,{'lr': 0.05},0.7378666666666667
35,{'lr': 0.05},0.7242666666666667
36,{'lr': 0.05},0.7417666666666668
37,{'lr': 0.05},0.7363333333333334
38,{'lr': 0.05},0.7466333333333334
39,{'lr': 0.05},0.7228666666666667
40,{'lr': 0.05},0.7286666666666667
41,{'lr': 0.05},0.7305999999999999
42,{'lr': 0.05},0.7420333333333332
43,{'lr': 0.05},0.7289666666666667
44,{'lr': 0.05},0.7399
45,{'lr': 0.05},0.7336666666666667
46,{'lr': 0.05},0.7348666666666667
47,{'lr': 0.05},0.7246333333333332
48,{'lr': 0.05},0.7473333333333333
49,{'lr': 0.05},0.7269333333333333
50,{'lr': 0.05},0.7402666666666667
51,{'lr': 0.05},0.7402666666666667
52,{'lr': 0.05},0.7320000000000001
53,{'lr': 0.05},0.7344333333333332
54,{'lr': 0.05},0.7373
55,{'lr': 0.05},0.7435333333333333
56,{'lr': 0.05},0.7130666666666667
57,{'lr': 0.05},0.7263333333333334
58,{'lr': 0.05},0.7121333333333334
59,{'lr': 0.05},0.7412
60,{'lr': 0.05},0.7218333333333332
61,{'lr': 0.05},0.7421000000000001
62,{'lr': 0.05},0.7401666666666666
63,{'lr': 0.05},0.7489
64,{'lr': 0.05},0.7392333333333334
65,{'lr': 0.05},0.7312666666666666
66,{'lr': 0.05},0.7228666666666667
67,{'lr': 0.05},0.7440000000000001
68,{'lr': 0.05},0.7410333333333332
69,{'lr': 0.05},0.7257333333333333
70,{'lr': 0.05},0.7427
71,{'lr': 0.05},0.7391666666666666
72,{'lr': 0.05},0.7343000000000001
