number_iter,hyper_parameters,test_accuracy
1,{'lr': 0.004198772060247128},0.882
2,{'lr': 0.004067639890203715},0.8777
3,{'lr': 0.009397957980534132},0.8652
4,{'lr': 0.006816857091397131},0.8787
5,{'lr': 0.001},0.8376
