number_iter,hyper_parameters,test_accuracy
1,{'lr': 0.008532384805215773},0.8564
2,{'lr': 0.0028475825664319248},0.8579
3,{'lr': 0.005005975483936994},0.8616
4,{'lr': 0.007151878935562211},0.8631
5,{'lr': 0.009381794765298393},0.871
6,{'lr': 0.008278746842993779},0.8689
7,{'lr': 0.0070226079459571236},0.8588
8,{'lr': 0.0015632464414901343},0.8386
9,{'lr': 0.0034008948623147823},0.8601
10,{'lr': 0.00657004280266304},0.859
