number_iter,hyper_parameters,test_accuracy
1,{'lr': 0.006709149233886418},0.7845
2,{'lr': 0.0011448626047096558},0.7305
3,{'lr': 0.010000000000000002},0.7661
4,{'lr': 0.001},0.7312
5,{'lr': 0.007181184963864699},0.8028
6,{'lr': 0.008576779696141932},0.7615
7,{'lr': 0.001},0.7368
8,{'lr': 0.010000000000000002},0.7841
9,{'lr': 0.006851811863338058},0.78
