number_iter,hyper_parameters,test_accuracy
1,{'lr': 0.007134765625000001},0.8578
2,{'lr': 0.0026083984375000003},0.8674
3,{'lr': 0.0025908203125000005},0.8607
4,{'lr': 0.0025908203125000005},0.8718
5,{'lr': 0.0026083984375000003},0.8665
6,{'lr': 0.0026083984375000003},0.8636
