number_iter,hyper_parameters,test_accuracy
1,{'lr': 0.008495119666349766},0.868
2,{'lr': 0.007501347244420034},0.8818
3,{'lr': 0.008583552976033504},0.8723
4,{'lr': 0.00464792292044079},0.8781
5,{'lr': 0.004511253756239221},0.8814
6,{'lr': 0.006770337495985429},0.8798
7,{'lr': 0.0030252852392552106},0.8771
