number_iter,hyper_parameters,test_accuracy
1,{'lr': 0.0010722013380784444},0.7713
2,{'lr': 0.003778163982933887},0.8119
3,{'lr': 0.010000000000000002},0.8225
4,{'lr': 0.001},0.7528
5,{'lr': 0.006924869116082637},0.8334
6,{'lr': 0.00774491173013935},0.8085
