number_iter,hyper_parameters,test_accuracy
1,{'lr': 0.009490262802644006},0.856
2,{'lr': 0.007844762173702429},0.8616
3,{'lr': 0.001},0.7934
4,{'lr': 0.010000000000000002},0.8534
5,{'lr': 0.009134611082619547},0.8692
