number_iter,hyper_parameters,test_accuracy
1,{'lr': 0.009035741362924017},0.8538
2,{'lr': 0.003987818247710596},0.8619
3,{'lr': 0.008391062107520487},0.8608
4,{'lr': 0.001},0.7944
5,{'lr': 0.006059481831956303},0.8711
6,{'lr': 0.0058723063118403555},0.8488
