number_iter,hyper_parameters,test_accuracy
1,{'lr': 0.00461254439438955},0.8757
2,{'lr': 0.003887414890380662},0.8749
3,{'lr': 0.001},0.8369
4,{'lr': 0.010000000000000002},0.8666
5,{'lr': 0.004450965445608046},0.8607
6,{'lr': 0.001},0.8225
7,{'lr': 0.010000000000000002},0.8629
8,{'lr': 0.009626733989100533},0.8683
9,{'lr': 0.006607073193757034},0.8607
