number_iter,hyper_parameters,test_accuracy
1,{'lr': 0.004918743482562759},0.8702
2,{'lr': 0.004438217840887193},0.8608
3,{'lr': 0.008415422799493843},0.8589
4,{'lr': 0.004430255250017774},0.8565
5,{'lr': 0.006412310427385676},0.8765
