number_iter,hyper_parameters,test_accuracy
1,{'lr': 0.002819820640872172},0.8834
2,{'lr': 0.00806092843699505},0.8907
3,{'lr': 0.008744835153133282},0.8894
4,{'lr': 0.003943766809732912},0.8923
5,{'lr': 0.003239744284763501},0.8828
6,{'lr': 0.001},0.8504
7,{'lr': 0.005819584266447522},0.8929
8,{'lr': 0.01},0.8914
9,{'lr': 0.005199647795560193},0.8841
10,{'lr': 0.0068586902022515295},0.8831
11,{'lr': 0.001928445126265068},0.8753
12,{'lr': 0.00952611600854481},0.877
