number_iter,hyper_parameters,test_accuracy
1,{'lr': 0.006695312500000001},0.8582
2,{'lr': 0.006431640625},0.8836
3,{'lr': 0.006431640625},0.861
4,{'lr': 0.006431640625},0.8741
