number_iter,hyper_parameters,test_accuracy
1,{'lr': 0.008646603485379418},0.8688
2,{'lr': 0.008353825425112583},0.8723
3,{'lr': 0.0021858468476343615},0.871
4,{'lr': 0.005283434888580278},0.879
5,{'lr': 0.0017706662479006546},0.8495
6,{'lr': 0.0029239005746592005},0.8698
7,{'lr': 0.009437153654338386},0.8794
