number_iter,hyper_parameters,test_accuracy
1,{'lr': 0.17877175477970422},0.1
2,{'lr': 0.57528228424621},0.1
3,{'lr': 0.464484630009138},0.1
4,{'lr': 0.592253301824553},0.1
5,{'lr': 0.015960241837008542},0.8604
6,{'lr': 0.013972773913092134},0.8831
7,{'lr': 0.31618420504910333},0.1
8,{'lr': 0.01599867843697255},0.8749
